Generation, FPR, 1 - TPR, 1 - AUC, F1, BA, MCC, Accuracy, TP, FP, TN, FN, Phenotype
0, 0.492765, 0.432754, 0.462760, 0.240746, 0.537240, 0.050976, 0.515363, 4146.000000, 22988.000000, 23663.000000, 3163.000000, "Dim[i][121]"
1, 0.492765, 0.432754, 0.462760, 0.240746, 0.537240, 0.050976, 0.515363, 4146.000000, 22988.000000, 23663.000000, 3163.000000, "Dim[i][121]"
2, 0.492765, 0.432754, 0.462760, 0.240746, 0.537240, 0.050976, 0.515363, 4146.000000, 22988.000000, 23663.000000, 3163.000000, "Dim[i][121]"
3, 0.475210, 0.432754, 0.453982, 0.246610, 0.546018, 0.063010, 0.530541, 4146.000000, 22169.000000, 24482.000000, 3163.000000, "ifLessThan(Dim[i][113], Dim[i][92], Dim[i][0], Dim[i][121])"
4, 0.492765, 0.432754, 0.462760, 0.240746, 0.537240, 0.050976, 0.515363, 4146.000000, 22988.000000, 23663.000000, 3163.000000, "(Dim[i][121])"
5, 0.475210, 0.432754, 0.453982, 0.246610, 0.546018, 0.063010, 0.530541, 4146.000000, 22169.000000, 24482.000000, 3163.000000, "ifLessThan(Dim[i][113], Dim[i][92], Dim[i][0], Dim[i][121])"
6, 0.475210, 0.432754, 0.453982, 0.246610, 0.546018, 0.063010, 0.530541, 4146.000000, 22169.000000, 24482.000000, 3163.000000, "ifLessThan(Dim[i][113], Dim[i][92], Dim[i][0], Dim[i][121])"
7, 0.475210, 0.432754, 0.453982, 0.246610, 0.546018, 0.063010, 0.530541, 4146.000000, 22169.000000, 24482.000000, 3163.000000, "ifLessThan(Dim[i][113], Dim[i][92], Dim[i][0], Dim[i][121])"
8, 0.475210, 0.432754, 0.453982, 0.246610, 0.546018, 0.063010, 0.530541, 4146.000000, 22169.000000, 24482.000000, 3163.000000, "ifLessThan(Dim[i][113], Dim[i][92], Dim[i][0], Dim[i][121])"
9, 0.475210, 0.432754, 0.453982, 0.246610, 0.546018, 0.063010, 0.530541, 4146.000000, 22169.000000, 24482.000000, 3163.000000, "ifLessThan(Dim[i][113], Dim[i][92], Dim[i][0], Dim[i][121])"
