Generation, FPR, 1 - TPR, 1 - AUC, F1, BA, MCC, Accuracy, TP, FP, TN, FN, Phenotype
0, 0.499825, 0.491529, 0.495677, 0.265070, 0.504323, 0.006597, 0.501642, 4982.000000, 22810.000000, 22826.000000, 4816.000000, "Dim[i][121]"
1, 0.499825, 0.491529, 0.495677, 0.265070, 0.504323, 0.006597, 0.501642, 4982.000000, 22810.000000, 22826.000000, 4816.000000, "(Dim[i][121])"
2, 0.494215, 0.491529, 0.492872, 0.266888, 0.507128, 0.010876, 0.506260, 4982.000000, 22554.000000, 23082.000000, 4816.000000, "(((Dim[i][95]-Dim[i][28])-Dim[i][42])*Dim[i][121])"
3, 0.581734, 0.334660, 0.458197, 0.304164, 0.541803, 0.065007, 0.461937, 6519.000000, 26548.000000, 19088.000000, 3279.000000, "(((Dim[i][0])-(Dim[i][90])))"
4, 0.581734, 0.336497, 0.459115, 0.303452, 0.540885, 0.063570, 0.461612, 6501.000000, 26548.000000, 19088.000000, 3297.000000, "(sin(Dim[i][0])-(Dim[i][90]))"
5, 0.564664, 0.320678, 0.442671, 0.315278, 0.557329, 0.088765, 0.478461, 6656.000000, 25769.000000, 19867.000000, 3142.000000, "protected_div(sin(((Dim[i][37])+Dim[i][83])), protected_abs(Dim[i][73]))"
6, 0.455890, 0.531027, 0.493458, 0.261094, 0.506542, 0.010016, 0.530829, 4595.000000, 20805.000000, 24831.000000, 5203.000000, "sin(protected_div(Dim[i][0], ifLessThan(Dim[i][5], Dim[i][65], Dim[i][4], Dim[i][41])))"
7, 0.494215, 0.491529, 0.492872, 0.266888, 0.507128, 0.010876, 0.506260, 4982.000000, 22554.000000, 23082.000000, 4816.000000, "(((Dim[i][95]-Dim[i][28])-Dim[i][42])*Dim[i][121])"
8, 0.571720, 0.315064, 0.443392, 0.315070, 0.556608, 0.087866, 0.473644, 6711.000000, 26091.000000, 19545.000000, 3087.000000, "protected_div(sin(((Dim[i][37])+Dim[i][83])), protected_abs((ifLessThan(Dim[i][41], Dim[i][122], Dim[i][87], Dim[i][24])*Dim[i][100])))"
9, 0.521233, 0.330986, 0.426110, 0.326607, 0.573890, 0.113253, 0.512393, 6555.000000, 23787.000000, 21849.000000, 3243.000000, "protected_div(sin(((Dim[i][37])+Dim[i][83])), protected_abs(Dim[i][90]))"
10, 0.564664, 0.320678, 0.442671, 0.315278, 0.557329, 0.088765, 0.478461, 6656.000000, 25769.000000, 19867.000000, 3142.000000, "protected_div(sin(((Dim[i][37])+Dim[i][83])), protected_abs(Dim[i][73]))"
11, 0.521233, 0.330986, 0.426110, 0.326607, 0.573890, 0.113253, 0.512393, 6555.000000, 23787.000000, 21849.000000, 3243.000000, "protected_div(sin(((Dim[i][37])+Dim[i][83])), protected_abs(Dim[i][90]))"
12, 0.521233, 0.330986, 0.426110, 0.326607, 0.573890, 0.113253, 0.512393, 6555.000000, 23787.000000, 21849.000000, 3243.000000, "protected_div(sin(((Dim[i][37])+Dim[i][83])), protected_abs(Dim[i][90]))"
13, 0.444211, 0.318841, 0.381526, 0.363270, 0.618474, 0.180842, 0.577949, 6674.000000, 20272.000000, 25364.000000, 3124.000000, "((Dim[i][95]-Dim[i][61])-Dim[i][91])"
14, 0.572530, 0.315064, 0.443797, 0.314797, 0.556203, 0.087259, 0.472977, 6711.000000, 26128.000000, 19508.000000, 3087.000000, "protected_div(sin(((Dim[i][37])+Dim[i][83])), protected_abs((ifLessThan(Dim[i][70], Dim[i][3], Dim[i][85], Dim[i][74]))))"
15, 0.464261, 0.444478, 0.454370, 0.298836, 0.545630, 0.069678, 0.539236, 5443.000000, 21187.000000, 24449.000000, 4355.000000, "(Dim[i][30]*(((Dim[i][95]-Dim[i][65])*Dim[i][30])))"
16, 0.532168, 0.321188, 0.426678, 0.326550, 0.573322, 0.112640, 0.505123, 6651.000000, 24286.000000, 21350.000000, 3147.000000, "protected_div(sin(((Dim[i][37])+Dim[i][83])), protected_log(Dim[i][82]))"
17, 0.396682, 0.357828, 0.377255, 0.368029, 0.622745, 0.188647, 0.610185, 6292.000000, 18103.000000, 27533.000000, 3506.000000, "((Dim[i][11]+(Dim[i][95]-Dim[i][61]))-Dim[i][16])"
18, 0.444211, 0.318841, 0.381526, 0.363270, 0.618474, 0.180842, 0.577949, 6674.000000, 20272.000000, 25364.000000, 3124.000000, "((Dim[i][95]-Dim[i][61])-Dim[i][91])"
19, 0.396682, 0.357828, 0.377255, 0.368029, 0.622745, 0.188647, 0.610185, 6292.000000, 18103.000000, 27533.000000, 3506.000000, "((Dim[i][11]+(Dim[i][95]-Dim[i][61]))-Dim[i][16])"
20, 0.396682, 0.357828, 0.377255, 0.368029, 0.622745, 0.188647, 0.610185, 6292.000000, 18103.000000, 27533.000000, 3506.000000, "((Dim[i][11]+(Dim[i][95]-Dim[i][61]))-Dim[i][16])"
21, 0.396682, 0.357828, 0.377255, 0.368029, 0.622745, 0.188647, 0.610185, 6292.000000, 18103.000000, 27533.000000, 3506.000000, "((Dim[i][11]+(Dim[i][95]-Dim[i][61]))-Dim[i][16])"
22, 0.396682, 0.357828, 0.377255, 0.368029, 0.622745, 0.188647, 0.610185, 6292.000000, 18103.000000, 27533.000000, 3506.000000, "((Dim[i][11]+(Dim[i][95]-Dim[i][61]))-Dim[i][16])"
23, 0.393286, 0.359563, 0.376425, 0.368890, 0.623575, 0.190071, 0.612675, 6275.000000, 17948.000000, 27688.000000, 3523.000000, "((Dim[i][11]+(Dim[i][11]+(Dim[i][95]-Dim[i][61])))-Dim[i][16])"
24, 0.383141, 0.364462, 0.373801, 0.371650, 0.626199, 0.194600, 0.620161, 6227.000000, 17485.000000, 28151.000000, 3571.000000, "(Dim[i][26]+(Dim[i][5]*(Dim[i][11]+(((Dim[i][95]-Dim[i][61])-Dim[i][91])-(Dim[i][38])))))"
25, 0.396682, 0.357828, 0.377255, 0.368029, 0.622745, 0.188647, 0.610185, 6292.000000, 18103.000000, 27533.000000, 3506.000000, "((Dim[i][11]+(Dim[i][95]-Dim[i][61]))-Dim[i][16])"
26, 0.387874, 0.362829, 0.375351, 0.370043, 0.624649, 0.191980, 0.616553, 6243.000000, 17701.000000, 27935.000000, 3555.000000, "protected_log(((Dim[i][11]+(Dim[i][95]-Dim[i][61]))-Dim[i][16]))"
27, 0.417214, 0.330067, 0.373641, 0.370827, 0.626359, 0.193365, 0.598189, 6564.000000, 19040.000000, 26596.000000, 3234.000000, "protected_log(protected_log((Dim[i][75]+((Dim[i][95]-Dim[i][61])-Dim[i][91]))))"
28, 0.378123, 0.367524, 0.372823, 0.372741, 0.627177, 0.196388, 0.623751, 6197.000000, 17256.000000, 28380.000000, 3601.000000, "protected_log((((Dim[i][95]-Dim[i][61])-Dim[i][91])-(Dim[i][38])))"
29, 0.380467, 0.365075, 0.372771, 0.372716, 0.627229, 0.196325, 0.622253, 6221.000000, 17363.000000, 28273.000000, 3577.000000, "(Dim[i][26]+(Dim[i][5]*(Dim[i][11]+(((Dim[i][4]+Dim[i][11])+(((Dim[i][95]-Dim[i][61])-Dim[i][91])-(Dim[i][38])))+(protected_sqrt(Dim[i][75]))))))"
30, 0.380467, 0.365075, 0.372771, 0.372716, 0.627229, 0.196325, 0.622253, 6221.000000, 17363.000000, 28273.000000, 3577.000000, "(Dim[i][26]+(Dim[i][5]*(Dim[i][11]+(((Dim[i][4]+Dim[i][11])+(((Dim[i][95]-Dim[i][61])-Dim[i][91])-(Dim[i][38])))+(protected_sqrt(Dim[i][75]))))))"
31, 0.379788, 0.365075, 0.372431, 0.373062, 0.627569, 0.196883, 0.622813, 6221.000000, 17332.000000, 28304.000000, 3577.000000, "(Dim[i][5]*(Dim[i][11]+(((Dim[i][4]+Dim[i][11])+(((Dim[i][95]-Dim[i][61])-Dim[i][91])-(Dim[i][38])))+(protected_sqrt(Dim[i][75])))))"
32, 0.352704, 0.387732, 0.370218, 0.376195, 0.629782, 0.202229, 0.641105, 5999.000000, 16096.000000, 29540.000000, 3799.000000, "(Dim[i][26]+(Dim[i][5]*(((Dim[i][95]-Dim[i][61])-Dim[i][31])*sin(Dim[i][75]))))"
33, 0.398129, 0.330884, 0.364506, 0.379805, 0.635494, 0.207956, 0.613757, 6556.000000, 18169.000000, 27467.000000, 3242.000000, "(protected_div(Dim[i][25], ((Dim[i][0])-protected_div(Dim[i][4], protected_div(protected_div(Dim[i][66], Dim[i][1]), tanh(Dim[i][31]))))))"
34, 0.412262, 0.327618, 0.369940, 0.374318, 0.630060, 0.199145, 0.602699, 6588.000000, 18814.000000, 26822.000000, 3210.000000, "protected_log((((Dim[i][95]-Dim[i][61])-Dim[i][69])-(Dim[i][61])))"
35, 0.398129, 0.330884, 0.364506, 0.379805, 0.635494, 0.207956, 0.613757, 6556.000000, 18169.000000, 27467.000000, 3242.000000, "(protected_div(Dim[i][25], ((Dim[i][0])-protected_div(Dim[i][4], protected_div(protected_div(Dim[i][66], Dim[i][1]), tanh(Dim[i][31]))))))"
36, 0.318411, 0.394774, 0.356593, 0.391950, 0.643407, 0.226722, 0.668092, 5930.000000, 14531.000000, 31105.000000, 3868.000000, "protected_log(((Dim[i][95]-Dim[i][61])-protected_div((Dim[i][68]), (protected_div(protected_sqrt(Dim[i][29]), Dim[i][67])))))"
37, 0.318411, 0.394774, 0.356593, 0.391950, 0.643407, 0.226722, 0.668092, 5930.000000, 14531.000000, 31105.000000, 3868.000000, "protected_log(((Dim[i][95]-Dim[i][61])-protected_div((Dim[i][68]), (protected_div(protected_sqrt(Dim[i][29]), Dim[i][67])))))"
