Generation, FPR, 1 - TPR, 1 - AUC, F1, BA, MCC, Accuracy, TP, FP, TN, FN, Phenotype
0, 0.497037, 0.447757, 0.472397, 0.227133, 0.527603, 0.037199, 0.509396, 3890.000000, 23319.000000, 23597.000000, 3154.000000, "Dim[i][121]"
1, 0.497037, 0.447757, 0.472397, 0.227133, 0.527603, 0.037199, 0.509396, 3890.000000, 23319.000000, 23597.000000, 3154.000000, "(Dim[i][121])"
2, 0.497037, 0.447757, 0.472397, 0.227133, 0.527603, 0.037199, 0.509396, 3890.000000, 23319.000000, 23597.000000, 3154.000000, "Dim[i][121]"
3, 0.496718, 0.447757, 0.472237, 0.227233, 0.527763, 0.037414, 0.509674, 3890.000000, 23304.000000, 23612.000000, 3154.000000, "protected_div(Dim[i][38], Dim[i][121])"
4, 0.445562, 0.458688, 0.452125, 0.240106, 0.547875, 0.064744, 0.552724, 3813.000000, 20904.000000, 26012.000000, 3231.000000, "protected_div(Dim[i][121], protected_sqrt(Dim[i][15]))"
5, 0.445562, 0.458688, 0.452125, 0.240106, 0.547875, 0.064744, 0.552724, 3813.000000, 20904.000000, 26012.000000, 3231.000000, "protected_div(Dim[i][121], protected_sqrt(Dim[i][15]))"
6, 0.662525, 0.132879, 0.397702, 0.276161, 0.602298, 0.148935, 0.406616, 6108.000000, 31083.000000, 15833.000000, 936.000000, "sin(Dim[i][52])"
7, 0.445562, 0.458688, 0.452125, 0.240106, 0.547875, 0.064744, 0.552724, 3813.000000, 20904.000000, 26012.000000, 3231.000000, "protected_div(Dim[i][121], protected_sqrt(Dim[i][15]))"
8, 0.445562, 0.458688, 0.452125, 0.240106, 0.547875, 0.064744, 0.552724, 3813.000000, 20904.000000, 26012.000000, 3231.000000, "protected_div(Dim[i][121], protected_sqrt(Dim[i][15]))"
9, 0.165977, 0.637280, 0.401629, 0.293915, 0.598371, 0.168397, 0.772498, 2555.000000, 7787.000000, 39129.000000, 4489.000000, "sin(protected_log(Dim[i][48]))"
10, 0.314093, 0.511357, 0.412725, 0.272936, 0.587275, 0.124418, 0.660156, 3442.000000, 14736.000000, 32180.000000, 3602.000000, "protected_div(Dim[i][121], protected_sqrt((ifLessThan(Dim[i][87], Dim[i][48], sin(Dim[i][37]), Dim[i][0])*(Dim[i][4]*Dim[i][90]))))"
11, 0.351096, 0.421777, 0.386436, 0.295263, 0.613564, 0.157585, 0.639678, 4073.000000, 16472.000000, 30444.000000, 2971.000000, "protected_log((Dim[i][19]+sin(protected_log((Dim[i][57]*Dim[i][7])))))"
12, 0.303201, 0.542164, 0.422683, 0.263330, 0.577317, 0.111372, 0.665604, 3225.000000, 14225.000000, 32691.000000, 3819.000000, "protected_log((Dim[i][4]*protected_sqrt(Dim[i][50])))"
13, 0.217666, 0.578365, 0.398015, 0.293681, 0.601985, 0.159931, 0.735248, 2970.000000, 10212.000000, 36704.000000, 4074.000000, "(Dim[i][96]*sin((Dim[i][112]-Dim[i][12])))"
14, 0.576243, 0.145798, 0.361020, 0.300130, 0.638980, 0.192219, 0.479948, 6017.000000, 27035.000000, 19881.000000, 1027.000000, "protected_div(Dim[i][30], sin(ifLessThan(Dim[i][1], tanh(Dim[i][31]), protected_sqrt(Dim[i][121]), Dim[i][52])))"
15, 0.479026, 0.289324, 0.384175, 0.290001, 0.615825, 0.156111, 0.545738, 5006.000000, 22474.000000, 24442.000000, 2038.000000, "protected_log((Dim[i][19]+ifLessThan(Dim[i][96], Dim[i][118], Dim[i][80], protected_log((Dim[i][57]*Dim[i][70])))))"
16, 0.318186, 0.530522, 0.424354, 0.261640, 0.575646, 0.107757, 0.654096, 3307.000000, 14928.000000, 31988.000000, 3737.000000, "protected_div(Dim[i][121], tanh(sin((Dim[i][112]-Dim[i][118]))))"
17, 0.575561, 0.147785, 0.361673, 0.299775, 0.638327, 0.191239, 0.480282, 6003.000000, 27003.000000, 19913.000000, 1041.000000, "protected_div(Dim[i][15], sin(Dim[i][112]))"
18, 0.479026, 0.289324, 0.384175, 0.290001, 0.615825, 0.156111, 0.545738, 5006.000000, 22474.000000, 24442.000000, 2038.000000, "protected_log((Dim[i][19]+protected_log((Dim[i][57]*Dim[i][70]))))"
19, 0.575561, 0.147785, 0.361673, 0.299775, 0.638327, 0.191239, 0.480282, 6003.000000, 27003.000000, 19913.000000, 1041.000000, "protected_div(Dim[i][15], (sin(Dim[i][112])))"
