Generation, FPR, 1 - TPR, 1 - AUC, F1, BA, MCC, Accuracy, TP, FP, TN, FN, Phenotype
0, 0.496051, 0.485225, 0.490638, 0.272858, 0.509362, 0.014390, 0.505899, 5139.000000, 22546.000000, 22905.000000, 4844.000000, "ifLessThan(Dim[i][44], Dim[i][93], protected_div(Dim[i][42], Dim[i][121]), Dim[i][90])"
1, 0.496645, 0.485425, 0.491035, 0.272571, 0.508965, 0.013780, 0.505376, 5137.000000, 22573.000000, 22878.000000, 4846.000000, "Dim[i][121]"
2, 0.460738, 0.519082, 0.489910, 0.268775, 0.510090, 0.015548, 0.528755, 4801.000000, 20941.000000, 24510.000000, 5182.000000, "sin(protected_div(Dim[i][42], Dim[i][121]))"
3, 0.496271, 0.485425, 0.490848, 0.272693, 0.509152, 0.014067, 0.505682, 5137.000000, 22556.000000, 22895.000000, 4846.000000, "protected_div(Dim[i][42], Dim[i][121])"
4, 0.460562, 0.517380, 0.488971, 0.269659, 0.511029, 0.016995, 0.529206, 4818.000000, 20933.000000, 24518.000000, 5165.000000, "sin(protected_div(Dim[i][42], Dim[i][105]))"
5, 0.496051, 0.485225, 0.490638, 0.272858, 0.509362, 0.014390, 0.505899, 5139.000000, 22546.000000, 22905.000000, 4844.000000, "ifLessThan(Dim[i][44], Dim[i][93], protected_div(Dim[i][42], Dim[i][121]), Dim[i][105])"
6, 0.463576, 0.514875, 0.489226, 0.269835, 0.510774, 0.016596, 0.527185, 4843.000000, 21070.000000, 24381.000000, 5140.000000, "sin(protected_div(Dim[i][42], Dim[i][90]))"
7, 0.496051, 0.485225, 0.490638, 0.272858, 0.509362, 0.014390, 0.505899, 5139.000000, 22546.000000, 22905.000000, 4844.000000, "ifLessThan(Dim[i][44], Dim[i][93], protected_div(Dim[i][42], Dim[i][121]), Dim[i][105])"
8, 0.395613, 0.541220, 0.468416, 0.281465, 0.531584, 0.049408, 0.578165, 4580.000000, 17981.000000, 27470.000000, 5403.000000, "sin(ifLessThan(Dim[i][4], Dim[i][104], (Dim[i][8]+Dim[i][47]), protected_sqrt(Dim[i][11])))"
9, 0.395613, 0.541220, 0.468416, 0.281465, 0.531584, 0.049408, 0.578165, 4580.000000, 17981.000000, 27470.000000, 5403.000000, "sin(ifLessThan(Dim[i][4], Dim[i][104], (Dim[i][8]+Dim[i][47]), protected_sqrt(Dim[i][11])))"
10, 0.481002, 0.466493, 0.473747, 0.286567, 0.526253, 0.040359, 0.521611, 5326.000000, 21862.000000, 23589.000000, 4657.000000, "ifLessThan(Dim[i][36], Dim[i][96], Dim[i][101], Dim[i][105])"
11, 0.395613, 0.541220, 0.468416, 0.281465, 0.531584, 0.049408, 0.578165, 4580.000000, 17981.000000, 27470.000000, 5403.000000, "sin(ifLessThan(Dim[i][4], Dim[i][104], (Dim[i][8]+Dim[i][47]), protected_sqrt(Dim[i][11])))"
12, 0.395613, 0.541220, 0.468416, 0.281465, 0.531584, 0.049408, 0.578165, 4580.000000, 17981.000000, 27470.000000, 5403.000000, "sin(ifLessThan(Dim[i][4], Dim[i][104], (Dim[i][8]+Dim[i][47]), protected_sqrt(Dim[i][30])))"
13, 0.662582, 0.143344, 0.402963, 0.351572, 0.597037, 0.162358, 0.430927, 8552.000000, 30115.000000, 15336.000000, 1431.000000, "sin(((Dim[i][41]+Dim[i][10])-Dim[i][97]))"
14, 0.395613, 0.541220, 0.468416, 0.281465, 0.531584, 0.049408, 0.578165, 4580.000000, 17981.000000, 27470.000000, 5403.000000, "sin(ifLessThan(Dim[i][4], Dim[i][104], (Dim[i][8]+Dim[i][47]), protected_log(Dim[i][0])))"
15, 0.541902, 0.389863, 0.465883, 0.299283, 0.534117, 0.052751, 0.485478, 6091.000000, 24630.000000, 20821.000000, 3892.000000, "sin((ifLessThan(Dim[i][96], Dim[i][101], Dim[i][105], ifLessThan(Dim[i][110], Dim[i][30], Dim[i][72], (Dim[i][74]-Dim[i][98])))+Dim[i][62]))"
16, 0.525577, 0.222278, 0.373927, 0.372955, 0.626073, 0.195762, 0.529044, 7764.000000, 23888.000000, 21563.000000, 2219.000000, "sin(protected_log(Dim[i][108]))"
17, 0.430970, 0.377141, 0.404055, 0.347481, 0.595945, 0.147823, 0.578724, 6218.000000, 19588.000000, 25863.000000, 3765.000000, "sin(protected_log((Dim[i][75]*Dim[i][106])))"
18, 0.417989, 0.284784, 0.351386, 0.395338, 0.648614, 0.228797, 0.606000, 7140.000000, 18998.000000, 26453.000000, 2843.000000, "sin(((Dim[i][41]+Dim[i][55])-Dim[i][97]))"
19, 0.662582, 0.143344, 0.402963, 0.351572, 0.597037, 0.162358, 0.430927, 8552.000000, 30115.000000, 15336.000000, 1431.000000, "sin(((Dim[i][41]+Dim[i][10])-Dim[i][97]))"
20, 0.417989, 0.284784, 0.351386, 0.395338, 0.648614, 0.228797, 0.606000, 7140.000000, 18998.000000, 26453.000000, 2843.000000, "sin(((Dim[i][41]+Dim[i][55])-Dim[i][97]))"
21, 0.417989, 0.284784, 0.351386, 0.395338, 0.648614, 0.228797, 0.606000, 7140.000000, 18998.000000, 26453.000000, 2843.000000, "sin(((Dim[i][41]+Dim[i][55])-Dim[i][97]))"
22, 0.526105, 0.221677, 0.373891, 0.372975, 0.626109, 0.195849, 0.528719, 7770.000000, 23912.000000, 21539.000000, 2213.000000, "sin(protected_log(Dim[i][33]))"
23, 0.525577, 0.222278, 0.373927, 0.372955, 0.626073, 0.195762, 0.529044, 7764.000000, 23888.000000, 21563.000000, 2219.000000, "sin(protected_log(Dim[i][108]))"
24, 0.417989, 0.284784, 0.351386, 0.395338, 0.648614, 0.228797, 0.606000, 7140.000000, 18998.000000, 26453.000000, 2843.000000, "sin(((Dim[i][41]+Dim[i][55])-Dim[i][97]))"
25, 0.417989, 0.284784, 0.351386, 0.395338, 0.648614, 0.228797, 0.606000, 7140.000000, 18998.000000, 26453.000000, 2843.000000, "sin(((Dim[i][41]+Dim[i][55])-Dim[i][97]))"
26, 0.417989, 0.284784, 0.351386, 0.395338, 0.648614, 0.228797, 0.606000, 7140.000000, 18998.000000, 26453.000000, 2843.000000, "sin(((Dim[i][41]+Dim[i][55])-Dim[i][97]))"
27, 0.417989, 0.284784, 0.351386, 0.395338, 0.648614, 0.228797, 0.606000, 7140.000000, 18998.000000, 26453.000000, 2843.000000, "sin(((Dim[i][41]+Dim[i][55])-Dim[i][97]))"
28, 0.417989, 0.284784, 0.351386, 0.395338, 0.648614, 0.228797, 0.606000, 7140.000000, 18998.000000, 26453.000000, 2843.000000, "sin(((Dim[i][41]+Dim[i][55])-Dim[i][97]))"
29, 0.417989, 0.284784, 0.351386, 0.395338, 0.648614, 0.228797, 0.606000, 7140.000000, 18998.000000, 26453.000000, 2843.000000, "sin(((Dim[i][41]+Dim[i][55])-Dim[i][97]))"
30, 0.417373, 0.284784, 0.351078, 0.395645, 0.648922, 0.229285, 0.606505, 7140.000000, 18970.000000, 26481.000000, 2843.000000, "protected_div(Dim[i][30], sin(((Dim[i][41]+Dim[i][55])-Dim[i][97])))"
31, 0.409628, 0.292798, 0.351213, 0.395951, 0.648787, 0.229314, 0.611412, 7060.000000, 18618.000000, 26833.000000, 2923.000000, "sin(((Dim[i][41]+Dim[i][55])-Dim[i][112]))"
32, 0.409628, 0.292798, 0.351213, 0.395951, 0.648787, 0.229314, 0.611412, 7060.000000, 18618.000000, 26833.000000, 2923.000000, "sin(((Dim[i][41]+Dim[i][55])-Dim[i][112]))"
33, 0.375063, 0.384253, 0.379658, 0.370558, 0.620342, 0.187484, 0.623282, 6147.000000, 17047.000000, 28404.000000, 3836.000000, "(Dim[i][81]-protected_div(Dim[i][97], (sin(Dim[i][90]))))"
34, 0.409628, 0.292798, 0.351213, 0.395951, 0.648787, 0.229314, 0.611412, 7060.000000, 18618.000000, 26833.000000, 2923.000000, "sin(((Dim[i][41]+Dim[i][55])-Dim[i][112]))"
35, 0.409628, 0.292798, 0.351213, 0.395951, 0.648787, 0.229314, 0.611412, 7060.000000, 18618.000000, 26833.000000, 2923.000000, "sin(((Dim[i][41]+Dim[i][55])-Dim[i][112]))"
36, 0.367121, 0.393970, 0.380545, 0.369816, 0.619455, 0.186646, 0.628044, 6050.000000, 16686.000000, 28765.000000, 3933.000000, "sin(((Dim[i][41]+Dim[i][10])-((protected_log(Dim[i][33])))))"
